anger_train_comment,anger_train_label,anger_test_comment,anger_test_label,joy_train_label,joy_train_comment,joy_test_label,joy_test_comment,sadness_train_comment,sadness_train_label,sadness_test_comment,sadness_test_label,love_train_comment,love_train_label,love_test_comment,love_test_label
Adding sleeps solves it.,0,"I abbreviated the heck out of my arguments and thinking, but damn it thats what I think :)",1,1,"Awesome work: this is a great first cut!
",0,This looks like it might be a blocker for release.,"3) If you do opt-in, then you get the SQL standard behavior:
3a) Jar ids are mandatory.",0,I knew they were missing and just forgot to do it before I committed it.,0,"Ah and I am running 10.2 SVN 540841, as this fixes DERBY-2549.",0,"For the second issue:
Consider long tailed distribution as shown on http://en.wikipedia.org/wiki/Long_tail (In case of network traffic.",0
Additionally... GroovyShell doesn't care about threading.,0,"I agree with Sami that this should be contributed to Tika and that we delegate the language identification handling in Nutch to Tika, just as we are doing or planning to for the MimeType and the parsing",0,1,Thanks to Edward and Brock for the reviews.,0,I didn't see anything in subversion?,31.195.231.63.in-addr.arpa domain name pointer mpls-pop.inet.qwest.net.,0,I think this should be fine for all of the cases I could find where we use this function.,0,"ahhh sweet, i'm guessing you have an IDE that does this? If the tests pass commit, this kinda crap goes out of date too fast!",1,Further I think the tags are not saved any ware because after redeploying I found the tags I added are missing.,0
Afair we settled on not implementing this as logging is hell anyway and we do not like to introduce just another logging framework.,0,"I did try some variations as well, and I have to say I only got confused.",1,1,Looks good.,0,"new version of 01 ""minifies"" type classnames for the standard o.a.c.db.marshal types",32 bit ubuntu 12.10,0,"I think WordDelimiterFilter has special code that might avoid the problem (line 352), so it might
be ok.
Is there any better way we could solve this: for example maybe instead of the tokenizer calling
correctOffset() it gets called somewhere else?",0,"Alejandro Abdelnur, sorry I don't get it, what history you want to keep?",0,Fxied and regression test written,0
After a while that .api package will get pretty crowded too.,0,"I don't want to put too much magic in the classloader structure, because it becomes messy as hell in an instant.",0,1,"Thank you, Ivan!",0,"Ok, thanks.",3c) The search order for customer-written routines is SQL standard: First we look in the jar file where the routine lives.,0,I was not aware of being required to call that method.,1,"Alejandro, we are in a middle of the release right now, but I'll work on that over the weekend, perhaps.",0,h2108_20110727b.patch: fixed DatanodeManager constructor and activate(..).,0
Ah - i jumped the gun on you.,0,I fixed some bad markup in r1392857 but I can see the error afterwards on the neko stuff.,0,1,:D,0,Fixed in r1146573,"3d) At runtime, when we invoke the routine, we make sure that it actually lives in the declared jar file.",0,I was somehow under the impression you were writing an Eclipse plugin.,0,All the changes are correct.,0,Has anyone opened an issue at http://bugs.sun.com yet?,0
ah - my bad.,1,"I have stupidly deleted the original test dir, but judging from the suite's output files, no output was created after 3 1/2 hours.",1,1,"Thanks to both of you, and to Deepesh for the initiative.
",0,"Hi Christian, Jacopo,

Not sure if adding ""-Duser.language=en"" is the better way to go, sounds like a camouflage to me.","A patch was made to the interpreter to fix this in assembly code, so if a native method has an odd number of arguments, additional 8 bytes are skilled by RSP to align it to 16 bytes.",0,"I was thinking PayloadProcessor and PayloadProcessorProvider (have cool acronyms to PP and PPP), but then people might get confused that it processes all payloads (maybe before they are even written the first time), while it is actually invoked only during segment merges.I was following the *Consumer pattern I saw all over the place w/ SegmentMerger, and thought that if someone ever reads SM code, it will swallow easily another *Consumer one ...",0,All the regression tests ran cleanly with client-imports.diff.,0,Have you run test suite ?,0
Ah of course.,0,"I just applied the patch, ran tests.",0,1,Cool.,0,I just committed this.,A quick and simple fix.,0,I will be the sponsor for your beer the next time we meet.,0,"Allen, has Jon addressed all of your concerns?",0,"HBASE-2531 ""32-bit encoding of regionnames waaaaaaayyyyy too susceptible to hash clashes"" proposes changing the randomid so that it contains actual name of the directory in the filesystem that hosts the region.",0
"Ah, damn, I thought it was fixed :/
Guillaume ?",1,I just hate having no clue what a file is really depending on ;),1,1,Sounds like a good idea.,0,Closing issue as per Luis.,"Aaron, sorry about this.",1,I would like that add that the problem is highly reproducible.,0,Also adds the tests to the _Suite class.,0,"Hi Andrus
I cleaned up for one of our projects successfully the comments and could import it into CayenneModeler - great!",0
"Ah, that was my bad.",1,I must admit I'm a little confused by this one.,0,1,"Cool, that's all good news too! Thanks guys. One less on my radar.",0,Added support for the QueryElevationComponent and test case.,"Abhinav, can you also attach cloud_usage db dump.",0,I would like to close this issue.,0,Also please list what manual steps were performed to verify this patch.,0,"Hi Henry, Thanks for checking it out.",1
"Ah, too bad.",1,I really don't care.,1,1,cool man it looks good. we need a changes entry but from my side this looks good. we can tackle the todos on trunk,0,Or do we act like we always had it?,According to https://issues.apache.org/jira/browse/INFRA-6336 we can't use git for websites.,0,I'll add a README,0,"Although as far as I see it, the bug here is that we allow the underscore after ""_design/"" not that we can't use filters from it.",0,Hi Kevin - Any update on this.,0
All other log frameworks do this),0,"I think the bnest solution is (2), because the UP value is supposed to be valid - it has successfully been parsed when the first request arrived -.",0,1,"Looks pretty cool. Fresh and minimalist. Love it :-)
Good work.",0,Thanks for the feedback and thanks for taking a stab at this.,Add the time of last heartbeat to dead server Web UI.,0,I'll attach a zip with a small test project where you can reproduce the problem.,0,"Am I missing the connection, or is this a distinct issue?",0,Hi Knut I am interested in taking up this task.. Is that fine and kindly direct me on where to start off here.,0
"all the key and column name comparisons should be case insensitive (and we force keyAlias to be ascii, so you don't need to worry about it being some weird bytes stuff).",0,I think the correct resolution is to ensure that the prefix stack mechanism gets reset each time the XMLReader is used.,1,1,"Cool, will do!  Thanks for the review and good questions... and the whole idea! :)",0,won't fix.,Adds a new class of Exception.,0,I'll try and revive these first.,0,And compatibility test also ....,0,Hi Mario Ivankovits Pls give some suggestion on above comment,0
Also I looked at first corrupted database that I posted and found the corruption in the index TEST1_IDX_INDCOL2.,0,I think we should distinguish between the two,0,1,This looks good to me.,0,"Hi Robbie,

Please could you review this patch?","afaict things are working properly, at least on the ZK side of things.",0,I'm doing an automated test as well.,0,and how can I verify the history is not lost?,0,"Hi Sagara,
Thank you very much for looking into this.",1
Also I'm slightly confused by your description because in section 5.8 of the spec it says that members of code_handler_class_RCN can be null.,0,I thought that there are some common cases like tail and head caching or exclusion of columns that could be implemented.,0,1,Automatic location selection is very cool.,0,cheers Keith.,"After applied patch, the output format just like this :
[root@infra1 bin]# ./hdfs dfs -count -header /
DIR_COUNT FILE_COUNT CONTENT_SIZE FILE_NAME
7 10002 10292583 /
[root@infra1 bin]# ./hdfs dfs -count -q -header /
QUOTA REMAINING_QUATA SPACE_QUOTA REMAINING_SPACE_QUOTA DIR_COUNT FILE_COUNT CONTENT_SIZE FILE_NAME
2147483647 2147473638 none inf 7 10002 10292583 /",0,I'm leaving this issue open for further discussion.,0,And I think I will do more next time.,0,"Hi Uma, thanks for taking a look.",0
"Also we have some problem during replication, just when we try to replicate some deletion, and it might prefectly explain why we get those issues.",0,I will appreciate if anyone knows of a way of doing that in junit framework.,0,0,"[~bmahler], it looks like this can be closed since the Python UI is gone.",0,"<danielsh> dns done (thanks for the hostname), tb build underway
","Ah, sorry I misunderstood you.",1,"I'm not sure what the problem is, but the behavior (at least in 0.1.4) is that the _isClosed AtomicBoolean is not being set to closed in a timely manner.",1,And new we've had two failures within a few days.,0,"Hi,
Would you please try my patch?",0
Also we would need to handle Serialisation which is _only_ implementable in a performant way if you know the underlying logging framework.,0,I will make the change for 2.2.,0,0,Is that true?,0,Committed to trunk.,Also adding some extra tests for newline splitting - currently this coverage is lacking.,0,"I've tried something similar (I removed the handlers and kept the readers), but the performance was not visible.",1,Any help would be appreciated.,0,"Hi, did you check the snapshot?",0
"Also, I find the name ""stillGoodJournals"" confusing, because when a journal was found to be bad, in the ""// do the sync"" block, it isn't removed from the ""stillGoodJournals"" list.",0,I'll have to bisect the revision since when it is broken and this could take some time.,0,0,seems this is a CDK issue,0,"Marco,

I've fixed some minor issues in your patch (including the one you have pointed out) and I've committed it.","Also by ""working"" do you mean that you checked also for (undesired) side effects?",0,If I see more occurrence of Lookup or search for find forms then shortly upload the patch for this fixes .,0,Anyone else have any comments?,0,Historically that's been Writable and SequenceFile.,0
"Also, I won't give you a patch next time, but just the whole new TestTransSystem.",0,I'll just put fix in under this issue.,1,0,"Mladen, any progress please?",0,"Hi Guys,

I am pretty new to this site.","Also, the savings are largely index side - not likely a huge part of your RAM concerns, which are search side.",0,"If this is the case, this file must be returned.",0,Anyone else want to chime in?,0,"How about following the naming from Math.min() and Math.max():
public static Date min(Date date1, Date date2);
public static Date max(Date date1, Date date2);
Alternatively, when I read 'Returnes [sic] the least recent (oldest)"", why not call the methods oldest() and newest()",0
"Alternatively, we could build a variation avro-ipc.jar that shades in avro.jar that could be the smallest unit for OSGi.",0,I'm an idiot.,1,0,I am transfering my issues so I want to know the current status.,0,I am wondering when this patch can be accepted?,"Alternatively, I guess the DN could automatically mlock appended data, but there are quota implications there.",0,"If you have the opportunity to do it, go ahead.",0,Apache Karaf 2.1.1 is now available for download :),0,"However, if that schedule does not work for you, please feel free to take this issue into your queue and go ahead.",0
